op,table,file,line
SELECT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones_.php,1057
UPDATE,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones_.php,1063
SELECT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones_.php,1069
SELECT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones_.php,1075
INSERT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones_.php,1080
SELECT,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1090
SELECT,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1095
SELECT,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1101
SELECT,tbl_alumno_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1107
SELECT,tbl_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1113
INSERT,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1119
INSERT,tbl_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1124
INSERT,tbl_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1134
INSERT,tbl_alumno_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1137
DELETE,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1145
DELETE,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1151
DELETE,tbl_logro_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1155
DELETE,tbl_alumno_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1163
DELETE,tbl_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones_.php,1167
UPDATE,tbl_calificacion_logro,gimnasiocervantes.com/funciones/funciones_.php,1190
INSERT,tbl_calificacion_logro,gimnasiocervantes.com/funciones/funciones_.php,1194
SELECT,tbl_plan_entrenamiento,gimnasiocervantes.com/funciones/funciones_.php,1207
SELECT,tbl_plan_entrenamiento,gimnasiocervantes.com/funciones/funciones_.php,1212
SELECT,tbl_plan_entrenamiento,gimnasiocervantes.com/funciones/funciones_.php,1218
SELECT,tbl_plan_entrenamiento,gimnasiocervantes.com/funciones/funciones_.php,1224
SELECT,tbl_plan_entrenamiento,gimnasiocervantes.com/funciones/funciones_.php,1229
INSERT,tbl_plan_alumno,gimnasiocervantes.com/funciones/funciones_.php,1235
INSERT,tbl_plan_entrenamiento,gimnasiocervantes.com/funciones/funciones_.php,1244
UPDATE,tbl_plan_entrenamiento,gimnasiocervantes.com/funciones/funciones_.php,1252
DELETE,tbl_plan_entrenamiento,gimnasiocervantes.com/funciones/funciones_.php,1257
DELETE,tbl_ejercicio,gimnasiocervantes.com/funciones/funciones_.php,1260
SELECT,tbl_ejercicio,gimnasiocervantes.com/funciones/funciones_.php,1272
INSERT,tbl_ejercicio,gimnasiocervantes.com/funciones/funciones_.php,1277
UPDATE,tbl_ejercicio,gimnasiocervantes.com/funciones/funciones_.php,1286
DELETE,tbl_ejercicio,gimnasiocervantes.com/funciones/funciones_.php,1291
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones_.php,1301
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones_.php,1308
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones_.php,1315
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones_.php,1322
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones_.php,1329
INSERT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones_.php,1336
UPDATE,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones_.php,1345
DELETE,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones_.php,1352
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1366
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1373
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1380
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1387
INSERT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1394
INSERT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1404
UPDATE,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1423
UPDATE,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1439
DELETE,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones_.php,1446
INSERT,tbl_gasto,gimnasiocervantes.com/funciones/funciones_.php,1456
SELECT,tbl_gasto,gimnasiocervantes.com/funciones/funciones_.php,1465
INSERT,tbl_factura,gimnasiocervantes.com/funciones/funciones_.php,1474
SELECT,tbl_comunicado,gimnasiocervantes.com/funciones/funciones_.php,1483
SELECT,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones_.php,1488
SELECT,tbl_comunicado_admin,gimnasiocervantes.com/funciones/funciones_.php,1494
SELECT,tbl_comunicado,gimnasiocervantes.com/funciones/funciones_.php,1500
INSERT,tbl_comunicado,gimnasiocervantes.com/funciones/funciones_.php,1506
INSERT,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones_.php,1514
INSERT,tbl_comunicado_admin,gimnasiocervantes.com/funciones/funciones_.php,1523
DELETE,tbl_comunicado,gimnasiocervantes.com/funciones/funciones_.php,1531
DELETE,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones_.php,1534
SELECT,tbl_recomendacion,gimnasiocervantes.com/funciones/funciones_.php,1546
SELECT,tbl_recomendacion_alumno,gimnasiocervantes.com/funciones/funciones_.php,1551
INSERT,tbl_recomendacion_alumno,gimnasiocervantes.com/funciones/funciones_.php,1557
INSERT,tbl_recomendacion,gimnasiocervantes.com/funciones/funciones_.php,1563
SELECT,tbl_estado_enlace,gimnasiocervantes.com/funciones/funciones_.php,1569
SELECT,tbl_proyecto,gimnasiocervantes.com/funciones/funciones.php,411
SELECT,tbl_proyecto,gimnasiocervantes.com/funciones/funciones.php,419
SELECT,tbl_usuario,gimnasiocervantes.com/funciones/funciones.php,432
SELECT,tbl_usuario,gimnasiocervantes.com/funciones/funciones.php,438
SELECT,tbl_usuario,gimnasiocervantes.com/funciones/funciones.php,446
SELECT,tbl_usuario,gimnasiocervantes.com/funciones/funciones.php,454
INSERT,tbl_usuario,gimnasiocervantes.com/funciones/funciones.php,465
DELETE,tbl_usuario,gimnasiocervantes.com/funciones/funciones.php,472
UPDATE,tbl_usuario,gimnasiocervantes.com/funciones/funciones.php,478
UPDATE,tbl_usuario,gimnasiocervantes.com/funciones/funciones.php,486
INSERT,tbl_monitoreo_user,gimnasiocervantes.com/funciones/funciones.php,496
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,506
UPDATE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,516
INSERT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,522
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,532
UPDATE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,540
INSERT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,545
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,564
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,575
UPDATE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,580
UPDATE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,587
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,595
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,606
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,611
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,629
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,652
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,660
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,668
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,676
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,684
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,691
UPDATE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,702
INSERT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,708
UPDATE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,722
INSERT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,728
UPDATE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,738
DELETE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,743
UPDATE,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,748
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,757
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,763
SELECT,tbl_acudiente,gimnasiocervantes.com/funciones/funciones.php,773
SELECT,tbl_alumno_acudiente,gimnasiocervantes.com/funciones/funciones.php,778
SELECT,tbl_alumno_acudiente,gimnasiocervantes.com/funciones/funciones.php,784
SELECT,tbl_acudiente,gimnasiocervantes.com/funciones/funciones.php,792
SELECT,tbl_acudiente,gimnasiocervantes.com/funciones/funciones.php,800
UPDATE,tbl_acudiente,gimnasiocervantes.com/funciones/funciones.php,813
INSERT,tbl_acudiente,gimnasiocervantes.com/funciones/funciones.php,819
INSERT,tbl_alumno_acudiente,gimnasiocervantes.com/funciones/funciones.php,834
DELETE,tbl_alumno_acudiente,gimnasiocervantes.com/funciones/funciones.php,846
SELECT,tbl_modulo,gimnasiocervantes.com/funciones/funciones.php,855
SELECT,tbl_usuario_modulo,gimnasiocervantes.com/funciones/funciones.php,860
INSERT,tbl_usuario_modulo,gimnasiocervantes.com/funciones/funciones.php,866
DELETE,tbl_usuario_modulo,gimnasiocervantes.com/funciones/funciones.php,872
SELECT,tbl_enlace,gimnasiocervantes.com/funciones/funciones.php,881
SELECT,tbl_noticia,gimnasiocervantes.com/funciones/funciones.php,891
SELECT,tbl_noticia,gimnasiocervantes.com/funciones/funciones.php,897
SELECT,tbl_noticia,gimnasiocervantes.com/funciones/funciones.php,906
SELECT,tbl_noticia,gimnasiocervantes.com/funciones/funciones.php,912
INSERT,tbl_noticia,gimnasiocervantes.com/funciones/funciones.php,918
DELETE,tbl_noticia,gimnasiocervantes.com/funciones/funciones.php,923
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,928
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,933
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,939
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,947
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,954
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,961
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,968
INSERT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,976
INSERT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,982
SELECT,tbl_sede,gimnasiocervantes.com/funciones/funciones.php,988
SELECT,tbl_sede,gimnasiocervantes.com/funciones/funciones.php,993
INSERT,tbl_sede,gimnasiocervantes.com/funciones/funciones.php,998
UPDATE,tbl_sede,gimnasiocervantes.com/funciones/funciones.php,1003
DELETE,tbl_sede,gimnasiocervantes.com/funciones/funciones.php,1008
SELECT,tbl_enlace_principal,gimnasiocervantes.com/funciones/funciones.php,1015
SELECT,tbl_enlace_principal,gimnasiocervantes.com/funciones/funciones.php,1020
INSERT,tbl_enlace_principal,gimnasiocervantes.com/funciones/funciones.php,1025
UPDATE,tbl_enlace_principal,gimnasiocervantes.com/funciones/funciones.php,1031
DELETE,tbl_enlace_principal,gimnasiocervantes.com/funciones/funciones.php,1036
SELECT,tbl_contenido_enlace,gimnasiocervantes.com/funciones/funciones.php,1043
SELECT,tbl_contenido_enlace,gimnasiocervantes.com/funciones/funciones.php,1049
SELECT,tbl_contenido_enlace,gimnasiocervantes.com/funciones/funciones.php,1055
INSERT,tbl_contenido_enlace,gimnasiocervantes.com/funciones/funciones.php,1060
UPDATE,tbl_contenido_enlace,gimnasiocervantes.com/funciones/funciones.php,1066
DELETE,tbl_contenido_enlace,gimnasiocervantes.com/funciones/funciones.php,1072
SELECT,tbl_tipo_contenido_enlace,gimnasiocervantes.com/funciones/funciones.php,1079
INSERT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,1085
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,1090
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,1097
SELECT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,1104
INSERT,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,1109
DELETE,tbl_circular,gimnasiocervantes.com/funciones/funciones.php,1114
SELECT,tbl_contacto,gimnasiocervantes.com/funciones/funciones.php,1125
SELECT,tbl_contacto,gimnasiocervantes.com/funciones/funciones.php,1133
INSERT,tbl_contacto,gimnasiocervantes.com/funciones/funciones.php,1142
UPDATE,tbl_contacto,gimnasiocervantes.com/funciones/funciones.php,1147
SELECT,tbl_grado,gimnasiocervantes.com/funciones/funciones.php,1157
SELECT,tbl_grado,gimnasiocervantes.com/funciones/funciones.php,1165
SELECT,tbl_grado,gimnasiocervantes.com/funciones/funciones.php,1173
SELECT,tbl_grupo,gimnasiocervantes.com/funciones/funciones.php,1185
SELECT,tbl_grupo,gimnasiocervantes.com/funciones/funciones.php,1192
SELECT,tbl_grupo,gimnasiocervantes.com/funciones/funciones.php,1199
SELECT,tbl_grupo,gimnasiocervantes.com/funciones/funciones.php,1206
SELECT,tbl_grupo,gimnasiocervantes.com/funciones/funciones.php,1213
INSERT,tbl_grupo,gimnasiocervantes.com/funciones/funciones.php,1221
UPDATE,tbl_grupo,gimnasiocervantes.com/funciones/funciones.php,1229
DELETE,tbl_grupo,gimnasiocervantes.com/funciones/funciones.php,1235
SELECT,tbl_area,gimnasiocervantes.com/funciones/funciones.php,1247
SELECT,tbl_periodo_academico,gimnasiocervantes.com/funciones/funciones.php,1259
SELECT,tbl_periodo_academico,gimnasiocervantes.com/funciones/funciones.php,1267
SELECT,tbl_periodo_academico,gimnasiocervantes.com/funciones/funciones.php,1275
SELECT,tbl_periodo_academico,gimnasiocervantes.com/funciones/funciones.php,1283
SELECT,tbl_asignatura,gimnasiocervantes.com/funciones/funciones.php,1295
SELECT,tbl_asignatura,gimnasiocervantes.com/funciones/funciones.php,1303
INSERT,tbl_asignatura,gimnasiocervantes.com/funciones/funciones.php,1311
UPDATE,tbl_asignatura,gimnasiocervantes.com/funciones/funciones.php,1319
DELETE,tbl_asignatura,gimnasiocervantes.com/funciones/funciones.php,1325
SELECT,tbl_profesor,gimnasiocervantes.com/funciones/funciones.php,1337
SELECT,tbl_profesor,gimnasiocervantes.com/funciones/funciones.php,1345
INSERT,tbl_profesor,gimnasiocervantes.com/funciones/funciones.php,1359
UPDATE,tbl_profesor,gimnasiocervantes.com/funciones/funciones.php,1368
DELETE,tbl_profesor,gimnasiocervantes.com/funciones/funciones.php,1374
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1386
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1394
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1402
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1409
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1414
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1430
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1435
INSERT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1444
UPDATE,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1453
UPDATE,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1458
DELETE,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1463
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1472
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1491
SELECT,tbl_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,1510
SELECT,tbl_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,1515
SELECT,tbl_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,1520
INSERT,tbl_logro,gimnasiocervantes.com/funciones/funciones.php,1529
SELECT,tbl_logro,gimnasiocervantes.com/funciones/funciones.php,1535
INSERT,tbl_logro,gimnasiocervantes.com/funciones/funciones.php,1540
UPDATE,tbl_logro,gimnasiocervantes.com/funciones/funciones.php,1545
SELECT,tbl_logro,gimnasiocervantes.com/funciones/funciones.php,1550
SELECT,tbl_calificacion_asignatura,gimnasiocervantes.com/funciones/funciones.php,1555
SELECT,tbl_grupo_asignatura,gimnasiocervantes.com/funciones/funciones.php,1561
SELECT,tbl_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,1566
INSERT,tbl_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,1571
UPDATE,tbl_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,1578
UPDATE,tbl_,gimnasiocervantes.com/funciones/funciones.php,1596
SELECT,tbl_,gimnasiocervantes.com/funciones/funciones.php,1608
SELECT,tbl_logro,gimnasiocervantes.com/funciones/funciones.php,1614
SELECT,tbl_calificacion_logro,gimnasiocervantes.com/funciones/funciones.php,1654
SELECT,tbl_calificacion_logro,gimnasiocervantes.com/funciones/funciones.php,1660
UPDATE,tbl_calificacion_logro,gimnasiocervantes.com/funciones/funciones.php,1681
INSERT,tbl_calificacion_logro,gimnasiocervantes.com/funciones/funciones.php,1685
SELECT,tbl_logro,gimnasiocervantes.com/funciones/funciones.php,1694
SELECT,tbl_calificacion_asignatura_final,gimnasiocervantes.com/funciones/funciones.php,1703
SELECT,tbl_calificacion_asignatura_final,gimnasiocervantes.com/funciones/funciones.php,1709
SELECT,tbl_calificacion_asignatura,gimnasiocervantes.com/funciones/funciones.php,1715
UPDATE,tbl_calificacion_asignatura_final,gimnasiocervantes.com/funciones/funciones.php,1736
INSERT,tbl_calificacion_asignatura_final,gimnasiocervantes.com/funciones/funciones.php,1740
UPDATE,tbl_calificacion_asignatura,gimnasiocervantes.com/funciones/funciones.php,1764
INSERT,tbl_calificacion_asignatura,gimnasiocervantes.com/funciones/funciones.php,1768
UPDATE,tbl_calificacion_asignatura,gimnasiocervantes.com/funciones/funciones.php,1792
INSERT,tbl_calificacion_asignatura,gimnasiocervantes.com/funciones/funciones.php,1796
SELECT,tbl_puntaje_alumno,gimnasiocervantes.com/funciones/funciones.php,1805
UPDATE,tbl_puntaje_alumno,gimnasiocervantes.com/funciones/funciones.php,1813
INSERT,tbl_puntaje_alumno,gimnasiocervantes.com/funciones/funciones.php,1816
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,1825
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,1833
UPDATE,tbl_puntaje_alumno,gimnasiocervantes.com/funciones/funciones.php,1840
SELECT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones.php,1846
SELECT,tbl_no_recupera,gimnasiocervantes.com/funciones/funciones.php,1852
SELECT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones.php,1858
UPDATE,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones.php,1864
SELECT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones.php,1870
SELECT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones.php,1876
INSERT,tbl_desempenio_perdido,gimnasiocervantes.com/funciones/funciones.php,1881
SELECT,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1891
SELECT,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1896
SELECT,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1902
SELECT,tbl_alumno_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1908
SELECT,tbl_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1914
INSERT,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1920
INSERT,tbl_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1925
INSERT,tbl_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1935
INSERT,tbl_alumno_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1938
DELETE,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1946
DELETE,tbl_alumno_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1952
DELETE,tbl_logro_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1956
DELETE,tbl_alumno_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1964
DELETE,tbl_recomendacion_caso_especial,gimnasiocervantes.com/funciones/funciones.php,1968
UPDATE,tbl_calificacion_logro,gimnasiocervantes.com/funciones/funciones.php,1991
INSERT,tbl_calificacion_logro,gimnasiocervantes.com/funciones/funciones.php,1995
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2009
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2016
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2023
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2030
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2037
SELECT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2044
INSERT,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2089
UPDATE,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2098
DELETE,tbl_concepto_pago,gimnasiocervantes.com/funciones/funciones.php,2105
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2119
SELECT,tbl_pago_otros,gimnasiocervantes.com/funciones/funciones.php,2161
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2176
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2195
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2215
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2222
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2229
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2236
SELECT,tbl_alumno,gimnasiocervantes.com/funciones/funciones.php,2243
SELECT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2245
INSERT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2255
INSERT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2266
INSERT,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2276
UPDATE,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2295
UPDATE,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2311
DELETE,tbl_concepto_pago_alumno,gimnasiocervantes.com/funciones/funciones.php,2318
SELECT,tbl_pago_otros,gimnasiocervantes.com/funciones/funciones.php,2323
INSERT,tbl_pago_otros,gimnasiocervantes.com/funciones/funciones.php,2329
UPDATE,tbl_pago_otros,gimnasiocervantes.com/funciones/funciones.php,2338
INSERT,tbl_gasto,gimnasiocervantes.com/funciones/funciones.php,2352
SELECT,tbl_gasto,gimnasiocervantes.com/funciones/funciones.php,2363
SELECT,tbl_gasto,gimnasiocervantes.com/funciones/funciones.php,2369
SELECT,tbl_gasto,gimnasiocervantes.com/funciones/funciones.php,2376
DELETE,tbl_gasto,gimnasiocervantes.com/funciones/funciones.php,2381
INSERT,tbl_factura,gimnasiocervantes.com/funciones/funciones.php,2394
UPDATE,tbl_factura,gimnasiocervantes.com/funciones/funciones.php,2400
SELECT,tbl_factura,gimnasiocervantes.com/funciones/funciones.php,2406
UPDATE,tbl_factura,gimnasiocervantes.com/funciones/funciones.php,2412
SELECT,tbl_comunicado,gimnasiocervantes.com/funciones/funciones.php,2422
SELECT,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones.php,2427
SELECT,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones.php,2434
SELECT,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones.php,2441
SELECT,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones.php,2448
SELECT,tbl_comunicado_admin,gimnasiocervantes.com/funciones/funciones.php,2454
SELECT,tbl_comunicado,gimnasiocervantes.com/funciones/funciones.php,2460
INSERT,tbl_comunicado,gimnasiocervantes.com/funciones/funciones.php,2466
INSERT,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones.php,2475
INSERT,tbl_comunicado_admin,gimnasiocervantes.com/funciones/funciones.php,2484
DELETE,tbl_comunicado,gimnasiocervantes.com/funciones/funciones.php,2492
DELETE,tbl_comunicado_alumno,gimnasiocervantes.com/funciones/funciones.php,2495
SELECT,tbl_tipo_comunicado,gimnasiocervantes.com/funciones/funciones.php,2503
SELECT,tbl_tipo_comunicado,gimnasiocervantes.com/funciones/funciones.php,2508
INSERT,tbl_tipo_comunicado,gimnasiocervantes.com/funciones/funciones.php,2513
UPDATE,tbl_tipo_comunicado,gimnasiocervantes.com/funciones/funciones.php,2522
SELECT,tbl_recomendacion,gimnasiocervantes.com/funciones/funciones.php,2532
SELECT,tbl_recomendacion_alumno,gimnasiocervantes.com/funciones/funciones.php,2537
INSERT,tbl_recomendacion_alumno,gimnasiocervantes.com/funciones/funciones.php,2543
INSERT,tbl_recomendacion,gimnasiocervantes.com/funciones/funciones.php,2549
SELECT,tbl_estado_enlace,gimnasiocervantes.com/funciones/funciones.php,2555
UPDATE,tbl_promocion_alumno,gimnasiocervantes.com/funciones/funciones.php,2567
INSERT,tbl_promocion_alumno,gimnasiocervantes.com/funciones/funciones.php,2571
SELECT,tbl_promocion_alumno,gimnasiocervantes.com/funciones/funciones.php,2579
SELECT,tbl_consecutivo,gimnasiocervantes.com/funciones/funciones.php,2588
UPDATE,tbl_consecutivo,gimnasiocervantes.com/funciones/funciones.php,2595
INSERT,tbl_respuestas_saber,gimnasiocervantes.com/funciones/funciones.php,2628
INSERT,tbl_elemento_alumno_actividad_aula,gimnasiocervantes.com/funciones/funciones.php,2633
SELECT,tbl_seccion_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,2643
SELECT,tbl_dato_seccion_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,2652
SELECT,tbl_dato_seccion_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,2658
INSERT,tbl_dato_seccion_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,2664
DELETE,tbl_dato_seccion_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,2670
UPDATE,tbl_dato_seccion_plan_gestor,gimnasiocervantes.com/funciones/funciones.php,2677
SELECT,tbl_proyecto,gimnasiocervantes.com/funciones/funciones_old_aulas.php,192
SELECT,tbl_proyecto,gimnasiocervantes.com/funciones/funciones_old_aulas.php,200
SELECT,tbl_usuario,gimnasiocervantes.com/funciones/funciones_old_aulas.php,213
SELECT,tbl_usuario,gimnasiocervantes.com/funciones/funciones_old_aulas.php,219
